Participant,Gender,Age,SpanL1,LangSpoken,Lang_0.5,Lang_6.12,Lang_13.18,Eng_classes,Eng_classes_time,Eng_classes_amount,Caregivers_speak_Eng,Eng_travel,Eng_country,Word,word_lemma,AssociateNumber,Orig_Response,Response,Response_lemma,Response_Class,Relation_Type,Confidence,Comments,List,word_ID,translation,Block
sp153,Male,26,Yes,"English, Spanish",Spanish,Spanish,Spanish,Yes,"Middle, high school, college",10 years,Yes,No,,verano,verano,3,Humedad,humedad,humedad,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp154,Male,19,Yes,"English, Spanish ",2,,,Yes,high school,2 semesters,Yes,Yes,"Nevada, 10 years",verano,verano,3,sol,sol,sol,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp155,Male,23,Yes,"English, Spanish, and French.",Spanish,Spanish and English,Spanish and English,No,,,No,No,,verano,verano,3,playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp156,Female,28,Yes,"spanish, English, little French",spanish/english,spanish/english,spanish/english,Yes,elementary,2,No,No,,verano,verano,3,agua,agua,agua,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp157,Female,31,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,elementary school throughout college,96 semesters/16 years,No,Yes,"USA... I still live here, so almost 10 years",verano,verano,3,calor,calor,calor,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp158,Female,24,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,No,,verano,verano,3,calor,calor,calor,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp159,Female,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle School, High School, College",14 years,Yes,Yes,United States; I live here,verano,verano,3,playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp160,Female,19,Yes,Spanish and English ,Spanish/ English,Spanish/ English,Spanish / English,Yes,High School,2,No,No,,verano,verano,3,playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp161,Female,21,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,high school,7,No,Yes,USA all my life,verano,verano,3,limonada,limonada,limonada,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp162,Male,22,Yes,"spanish, english",1,2,2,No,,,Yes,Yes,"mexico, 3 months",verano,verano,3,sol,sol,sol,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp163,Female,25,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,verano,verano,3,abanico,abanico,abanico,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp164,Female,22,Yes,"English, Spanish ","English, Spanish ","English, Spanish ","English, Spanish ",Yes,high scool,4-Aug,No,No,,verano,verano,3,playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp165,Male,22,Yes,English and Spanish,Spanish + English,English + Spanish,English + Spanish,Yes,"elementary, middle and high school","24 semesters/ (2 semesters per year until graduation, 12 grades)",Yes,No,,verano,verano,3,sabado,sabado,saabado,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp166,Male,22,Yes,English and Spanish,Spanish,Spanish,Spanish and English,Yes,When I started going to school,17 (regular school classes),No,No,,verano,verano,3,vacaciones,vacacion,vacacioon,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp167,Female,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Elementary to college,My whole life.,No,No,,verano,verano,3,sudor,sudor,sudor,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp168,Female,28,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,high school,4,Yes,No,,verano,verano,3,helado,helado,helado,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp169,Female,22,Yes,English and Spanish,2,2,2,No,,,Yes,Yes,US and 3/4 of my life,verano,verano,3,playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp170,Female,19,Yes,English and Spanish,Spanish,English,English,Yes,High School ,2,Yes,Yes,"The U.S., I live there.",verano,verano,3,descanso,descanso,descanso,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp171,Female,28,Yes,"Spanish, English",Spanish,Spanish/English,Spanish/English,Yes,High School,2,No,No,,verano,verano,3,caliente ,caliente,caliente,adjective,NA,NA,NA,B,r2_sp_b13,summer,Span
sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,verano,verano,3,estacion,estacion,estacioon,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",verano,verano,3,alberca,alberca,alberca,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,verano,verano,3,caminando,caminar,caminar,verb,NA,NA,NA,B,r2_sp_b13,summer,Span
sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,verano,verano,3,helados,helado,helado,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",verano,verano,3,brillante,brillante,brillante,adjective,NA,NA,NA,B,r2_sp_b13,summer,Span
sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,verano,verano,3,Playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,verano,verano,3,nieve,nieve,nieve,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,verano,verano,3,sol,sol,sol,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",verano,verano,3,calor,calor,calor,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,verano,verano,3,sol,sol,sol,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",verano,verano,3,vacaciones ,vacacion,vacacioon,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,verano,verano,3,season ,season,season,noun,NA,NA,Eng,B,r2_sp_b13,summer,Span
sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,verano,verano,3,Sudar,sudar,sudar,verb,NA,NA,NA,B,r2_sp_b13,summer,Span
sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,verano,verano,3,primavera,primavera,primavera,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,verano,verano,3,relajarse,relajar,relajar,verb,NA,NA,NA,B,r2_sp_b13,summer,Span
sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,verano,verano,3,Felicidad,felicidad,felicidad,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,verano,verano,3,Playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp189,Female,24,Yes,"Spanish, English, Portuguese",Spanish,Spanish,Spanish,Yes,Elementary and middle school,8 years,Yes,No,,verano,verano,3,Feliz,feliz,feliz,adjective,NA,NA,NA,B,r2_sp_b13,summer,Span
sp190,Female,19,Yes,"Spanish, English",Spanish,english/Spanish,English/Spanish,No,,,No,No,,verano,verano,3,caliente,caliente,caliente,adjective,NA,NA,NA,B,r2_sp_b13,summer,Span
sp191,Female,19,Yes,english and spanish,spanish,english and spanish,english and spanish,Yes,High school and college,"Umm, around 2 years",Yes,Yes,"United States, for 3 months",verano,verano,3,nadando,nadar,nadar,verb,NA,NA,NA,B,r2_sp_b13,summer,Span
sp192,Female,26,Yes,English and Spanish,1,2,2,Yes,preschool,12,Yes,Yes,United States,verano,verano,3,sudar,sudar,sudar,verb,NA,NA,NA,B,r2_sp_b13,summer,Span
sp193,Male,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Starting in primary school and every year until graduating high school.,about 15 years,Yes,Yes,"I live in the USA, have lived here my whole life (25 years)",verano,verano,3,amigos,amigo,amigo,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp194,Female,24,Yes,English and Spanish ,spanish ,English and Spanish ,English and Spanish ,No,,,No,Yes,USA 22years ,verano,verano,3,sol,sol,sol,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp195,Female,23,Yes,English and Spanish,"English, Spanish","English, Spanish","English, Spanish",Yes,elementary,1 year,No,No,,verano,verano,3,alberca,alberca,alberca,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp196,Male,21,Yes,english and spanish ,spanish,english,english,No,,,Yes,Yes,united states ,verano,verano,3,feliz,feliz,feliz,adjective,NA,NA,NA,B,r2_sp_b13,summer,Span
sp197,Male,22,Yes,english and spanish,spanish,english and spanish,english and spanish,No,,,Yes,No,,verano,verano,3,protector solar,protector_solar,protector solar,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp198,Male,20,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,"K-8, highschool, college",15,Yes,Yes,"United States, 20 years",verano,verano,3,playa,playa,playa,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp199,Male,28,Yes,"Spanish, English, Italian",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, Middle, and High School",12+ years,No,Yes,The United Kingdom for a week,verano,verano,3,otono,otono,otonno,noun,NA,NA,NA,B,r2_sp_b13,summer,Span
sp150,Male,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,No,Yes,USA for about a year.,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp151,Female,32,Yes,English and Spanish,spanish,spanish,spanish,Yes,high school,5 years,No,Yes,"United States, I live here now",volar,volar,1,cielo,cielo,cielo,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp152,Female,26,Yes,English Spanish ,English Spanish ,English Spanish,English Spanish,Yes,High school college,2 semesters,Yes,No,,volar,volar,1,Avion ,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp153,Male,26,Yes,"English, Spanish",Spanish,Spanish,Spanish,Yes,"Middle, high school, college",10 years,Yes,No,,volar,volar,1,Avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp154,Male,19,Yes,"English, Spanish ",2,,,Yes,high school,2 semesters,Yes,Yes,"Nevada, 10 years",volar,volar,1,pájaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp155,Male,23,Yes,"English, Spanish, and French.",Spanish,Spanish and English,Spanish and English,No,,,No,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp156,Female,28,Yes,"spanish, English, little French",spanish/english,spanish/english,spanish/english,Yes,elementary,2,No,No,,volar,volar,1,arbol,arbol,aarbol,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp157,Female,31,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,elementary school throughout college,96 semesters/16 years,No,Yes,"USA... I still live here, so almost 10 years",volar,volar,1,avión,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp158,Female,24,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp159,Female,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle School, High School, College",14 years,Yes,Yes,United States; I live here,volar,volar,1,pájaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp160,Female,19,Yes,Spanish and English ,Spanish/ English,Spanish/ English,Spanish / English,Yes,High School,2,No,No,,volar,volar,1,Alas,ala,ala,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp161,Female,21,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,high school,7,No,Yes,USA all my life,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp162,Male,22,Yes,"spanish, english",1,2,2,No,,,Yes,Yes,"mexico, 3 months",volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp163,Female,25,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,volar,volar,1,aire,aire,aire,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp164,Female,22,Yes,"English, Spanish ","English, Spanish ","English, Spanish ","English, Spanish ",Yes,high scool,4-Aug,No,No,,volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp165,Male,22,Yes,English and Spanish,Spanish + English,English + Spanish,English + Spanish,Yes,"elementary, middle and high school","24 semesters/ (2 semesters per year until graduation, 12 grades)",Yes,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp166,Male,22,Yes,English and Spanish,Spanish,Spanish,Spanish and English,Yes,When I started going to school,17 (regular school classes),No,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp167,Female,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Elementary to college,My whole life.,No,No,,volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp168,Female,28,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,high school,4,Yes,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp169,Female,22,Yes,English and Spanish,2,2,2,No,,,Yes,Yes,US and 3/4 of my life,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp170,Female,19,Yes,English and Spanish,Spanish,English,English,Yes,High School ,2,Yes,Yes,"The U.S., I live there.",volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp171,Female,28,Yes,"Spanish, English",Spanish,Spanish/English,Spanish/English,Yes,High School,2,No,No,,volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,volar,volar,1,huir,huir,huir,verb,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",volar,volar,1,tiempo,tiempo,tiempo,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,volar,volar,1,aeropuerto,aeropuerto,aeropuerto,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,volar,volar,1,Viajar,viajar,viajar,verb,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,volar,volar,1,alas,ala,ala,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",volar,volar,1,libertad,libertad,libertad,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,volar,volar,1,sky,sky,sky,noun,NA,NA,Eng,B,r2_sp_b14,to fly,Span
sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,volar,volar,1,Avión,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,volar,volar,1,heroe,heroe,heeroe,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,volar,volar,1,Pajaros,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,volar,volar,1,Avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp189,Female,24,Yes,"Spanish, English, Portuguese",Spanish,Spanish,Spanish,Yes,Elementary and middle school,8 years,Yes,No,,volar,volar,1,Viaje,viaje,viaje,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp190,Female,19,Yes,"Spanish, English",Spanish,english/Spanish,English/Spanish,No,,,No,No,,volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp191,Female,19,Yes,english and spanish,spanish,english and spanish,english and spanish,Yes,High school and college,"Umm, around 2 years",Yes,Yes,"United States, for 3 months",volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp192,Female,26,Yes,English and Spanish,1,2,2,Yes,preschool,12,Yes,Yes,United States,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp193,Male,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Starting in primary school and every year until graduating high school.,about 15 years,Yes,Yes,"I live in the USA, have lived here my whole life (25 years)",volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp194,Female,24,Yes,English and Spanish ,spanish ,English and Spanish ,English and Spanish ,No,,,No,Yes,USA 22years ,volar,volar,1,avion ,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp195,Female,23,Yes,English and Spanish,"English, Spanish","English, Spanish","English, Spanish",Yes,elementary,1 year,No,No,,volar,volar,1,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp196,Male,21,Yes,english and spanish ,spanish,english,english,No,,,Yes,Yes,united states ,volar,volar,1,cielo,cielo,cielo,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp197,Male,22,Yes,english and spanish,spanish,english and spanish,english and spanish,No,,,Yes,No,,volar,volar,1,aire,aire,aire,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp198,Male,20,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,"K-8, highschool, college",15,Yes,Yes,"United States, 20 years",volar,volar,1,pajaro,pajaro,paajaro,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp199,Male,28,Yes,"Spanish, English, Italian",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, Middle, and High School",12+ years,No,Yes,The United Kingdom for a week,volar,volar,1,flotar,flotar,flotar,verb,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp150,Male,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,No,Yes,USA for about a year.,volar,volar,2,cielo,cielo,cielo,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
sp151,Female,32,Yes,English and Spanish,spanish,spanish,spanish,Yes,high school,5 years,No,Yes,"United States, I live here now",volar,volar,2,avion,avion,avioon,noun,NA,NA,NA,B,r2_sp_b14,to fly,Span
